Title,Author,Year,Type of Prize,url
his discoveries in the field of macromolecular chemistry,['Hermann Staudinger'],1953		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1953/summary/
his discovery of co-enzyme A and its importance for intermediary metabolism,['Hans Krebs'],1953		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1953/summary/
his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,['Winston Churchill'],1953		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1953/summary/
proposing and supervising the plan for the economic recovery of Europe,['George C. Marshall'],1953		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1953/summary/
their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,"['Felix Bloch', 'E. M. Purcell']",1952		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1952/summary/
their invention of partition chromatography,"['Archer J.P. Martin', 'Richard L.M. Synge']",1952		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1952/summary/
"his discovery of streptomycin, the first antibiotic effective against tuberculosis",['Selman A. Waksman'],1952		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1952/summary/
the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,['François Mauriac'],1952		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1952/summary/
"his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one",['Albert Schweitzer'],1952		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1952/summary/
their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,"['John Cockcroft', 'Ernest T.S. Walton']",1951		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1951/summary/
their discoveries in the chemistry of the transuranium elements,"['Edwin M. McMillan', 'Glenn T. Seaborg']",1951		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1951/summary/
his discoveries concerning yellow fever and how to combat it,['Max Theiler'],1951		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1951/summary/
the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind,['Pär Lagerkvist'],1951		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1951/summary/
having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,['Léon Jouhaux'],1951		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1951/summary/
his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method,['Cecil Powell'],1950		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1950/summary/
their discovery and development of the diene synthesis,"['Otto Diels', 'Kurt Alder']",1950		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1950/summary/
"their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects","['Edward C. Kendall', 'Tadeus Reichstein', 'Philip S. Hench']",1950		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1950/summary/
in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,['Bertrand Russell'],1950		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1950/summary/
his work as mediator in Palestine in 1948-1949,['Ralph Bunche'],1950		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1950/summary/
his prediction of the existence of mesons on the basis of theoretical work on nuclear forces,['Hideki Yukawa'],1949		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1949/summary/
"his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures",['William F. Giauque'],1949		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1949/summary/
his discovery of the therapeutic value of leucotomy in certain psychoses,['Walter Hess'],1949		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1949/summary/
his powerful and artistically unique contribution to the modern American novel,['William Faulkner'],1949		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1949/summary/
"his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",['Lord Boyd Orr'],1949		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1949/summary/
"his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation",['Patrick M.S. Blackett'],1948		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1948/summary/
"his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",['Arne Tiselius'],1948		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1948/summary/
his discovery of the high efficiency of DDT as a contact poison against several arthropods,['Paul Müller'],1948		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1948/summary/
"his outstanding, pioneer contribution to present-day poetry",['T.S. Eliot'],1948		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1948/summary/
his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,['Edward V. Appleton'],1947		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1947/summary/
"his investigations on plant products of biological importance, especially the alkaloids",['Sir Robert Robinson'],1947		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1947/summary/
his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,"['Carl Cori', 'Gerty Cori']",1947		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1947/summary/
"his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",['André Gide'],1947		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1947/summary/
"their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations","['Friends Service Council', 'American Friends Service Committee']",1947		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1947/summary/
"the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics",['Percy W. Bridgman'],1946		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1946/summary/
their preparation of enzymes and virus proteins in a pure form,['James B. Sumner'],1946		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1946/summary/
the discovery of the production of mutations by means of X-ray irradiation,['Hermann J. Muller'],1946		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1946/summary/
"his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style",['Hermann Hesse'],1946		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1946/summary/
his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,['Emily Greene Balch'],1946		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1946/summary/
"the discovery of the Exclusion Principle, also called the Pauli Principle",['Wolfgang Pauli'],1945		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1945/summary/
"his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",['Artturi Virtanen'],1945		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1945/summary/
the discovery of penicillin and its curative effect in various infectious diseases,"['Sir Alexander Fleming', 'Ernst B. Chain', 'Sir Howard Florey']",1945		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1945/summary/
"her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",['Gabriela Mistral'],1945		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1945/summary/
his indefatigable work for international understanding and his pivotal role in establishing the United Nations,['Cordell Hull'],1945		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1945/summary/
his resonance method for recording the magnetic properties of atomic nuclei,['Isidor Isaac Rabi'],1944		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1944/summary/
his discovery of the fission of heavy nuclei,['Otto Hahn'],1944		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1944/summary/
their discoveries relating to the highly differentiated functions of single nerve fibres,"['Joseph Erlanger', 'Herbert S. Gasser']",1944		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1944/summary/
"the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",['Johannes V. Jensen'],1944		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1944/summary/
the great work it has performed during the war on behalf of humanity,['International Committee of the Red Cross'],1944		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1944/summary/
his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,['Otto Stern'],1943		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1943/summary/
his work on the use of isotopes as tracers in the study of chemical processes,['George de Hevesy'],1943		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1943/summary/
his discovery of the chemical nature of vitamin K,['Henrik Dam'],1943		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1943/summary/
undational discoveries and inventions that enable machine learning with artificial neural networks,"['John J. Hopfield', 'Geoffrey Hinton']",2024		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/2024/summary/
